show_id,type,title,director,cast,date_added,release_year,rating,duration,listed_in,description,plataforma,age_category,imdbRating
s234,TV Show,The Bad Batch,Desconocido,Dee Bradley Baker,2021-05-04,2021,TV-PG,1 Season,"Action-Adventure, Animation, Science Fiction",The Bad Batch must find their way in a rapidly changing galaxy.,disney,Para niños mayores,5.2
s235,TV Show,Spider-Man,Desconocido,"Christopher Daniel Barnes, Edward Asner, Linda Gray, Rodney Saulsberry, Liz Georges, Saratoga Ballantine",2021-05-03,1994,TV-Y7,5 Seasons,"Action-Adventure, Animation, Kids",A young man with spider-like abilities fights crime while trying to have a normal personal life.,disney,Para niños mayores,7.4
s237,TV Show,Adventures in Wonderland,Desconocido,"Patrick Richwood, Reece Holland, John Robert Hoffman, Wesley Mann, Harry Waters Jr., John Lovelady",2021-04-30,1996,TV-G,1 Season,"Fantasy, Musical",This Emmy award-winning series mixes music and fantasy with language and social skills.,disney,Para todas las edades / niños pequeños,7.9
s239,TV Show,DuckTales,Desconocido,"David Tennant, Danny Pudi, Ben Schwartz, Bobby Moynihan, Kate Micucci, Tony Anselmo",2021-04-30,2017,TV-Y7,3 Seasons,"Action-Adventure, Animation, Comedy",Join Scrooge and family on globe-trotting adventures!,disney,Para niños mayores,8.1
s243,TV Show,Liv and Maddie,Desconocido,"Dove Cameron, Joey Bragg, Tenzing Norgay Trainor, Kali Rocha, Benjamin King",2021-04-23,2013,TV-G,4 Seasons,"Comedy, Coming of Age, Kids",The series follows 15-year-old twins Liv and Maddie.,disney,Para todas las edades / niños pequeños,6.4
s244,TV Show,Secrets of the Whales,Desconocido,"Sigourney Weaver, James Cameron, Brian Skerry",2021-04-22,2021,TV-PG,1 Season,"Animals & Nature, Docuseries",Secrets of the Whales reveals the mysterious and beautiful world of whales.,disney,Para niños mayores,8.4
s245,TV Show,Big Shot,Desconocido,"John Stamos, Jessalyn Gilsig, Yvette Nicole Brown, Richard Robichaux, Sophia Mitri Schloss, Nell Verlaque",2021-04-16,2021,TV-PG,1 Season,"Comedy, Drama, Sports","After being ousted from NCAA, a menâs basketball coach takes a job at an elite private high school.",disney,Para niños mayores,7.5
s246,TV Show,Earth Moods,Desconocido,No Disponible,2021-04-16,2021,TV-G,1 Season,"Animals & Nature, Anthology",Relax and reset as you journey around the world with Earth Moods.,disney,Para todas las edades / niños pequeños,7.9
s247,TV Show,Primal Survivor,Desconocido,Hazen Audel,2021-04-16,2014,TV-PG,5 Seasons,"Docuseries, Reality, Survival",Hazen Audel relives his most thrilling moments and reveals what it takes to become Primal Survivor.,disney,Para niños mayores,7.9
s253,TV Show,Future-Worm!,Desconocido,"Andy Milonakis, James Adomian, Corey Burton, Melanie Lynskey, Ryan Quincy, Neil deGrasse Tyson",2021-04-09,2016,TV-Y7,1 Season,"Family, Kids","One boy, one worm... these are their adventures!",disney,Para niños mayores,5.3
s254,TV Show,Kick Buttowski: Suburban Daredevil,Desconocido,"Charlie Schlatter, Matt Jones, Danny Cooksey",2021-04-09,2010,TV-Y7,2 Seasons,"Action-Adventure, Animation",Kick Buttowski is an extraordinary kid determined to become the worlds greatest daredevil.,disney,Para niños mayores,6.7
s260,TV Show,Higglytown Heroes,Desconocido,"Frankie Ryan Manriquez, Taylor Masamitsu, Liliana Mumy, Rory Thost, Edie McClurg",2021-04-02,2004,TV-Y,2 Seasons,"Animation, Kids, Musical","You're invited to meet the heroes all around you, since everyone's a hero in their own way!",disney,Para todas las edades / niños pequeños,4.9
s262,TV Show,Made in a Day,Desconocido,Craig Whitney,2021-04-02,2020,TV-PG,1 Season,Reality,This is the story of how todayâs biggest brands are made today.,disney,Para niños mayores,8.0
s264,TV Show,Secrets Of The Zoo,Desconocido,Mocean Melvin,2021-04-02,2017,TV-PG,4 Seasons,"Animals & Nature, Docuseries, Family",Go behind the scenes at The Columbus Zoo and Aquarium.,disney,Para niños mayores,8.3
s266,TV Show,Star Wars Vintage: Clone Wars 2D Micro-Series,Desconocido,"Mat Lucas, James Arnold Taylor, Tom Kane, Grey DeLisle, Corey Burton, AndrÃ© Sogliuzzo",2021-04-02,2021,TV-Y7-FV,1 Season,Series,"Enjoy this thrilling, EmmyÂ® Award-winning animated series that continues the Star Wars story.",disney,Para niños mayores,No se encontró información para: Star%20Wars%20Vintage:%20Clone%20Wars%202D%20Micro-Series
s268,TV Show,Star Wars: Ewoks,Desconocido,"Jim Henshaw, Cree Summer Francks, Jackie Burroughs, George Buza, Doug Chamberlain, Paul Chato",2021-04-02,1985,TV-Y7-FV,2 Seasons,"Action-Adventure, Animation, Fantasy","Join your favorite, furry Star Wars heroes, the Ewoks, in an action-packed, animated series!",disney,Para niños mayores,6.0
s272,TV Show,Walk the Prank,Desconocido,"Cody Veith, Bryce Gheisar, Brandon Severs, Jillian Shea Spaeder, Tobie Windham",2021-04-02,2016,TV-Y7,3 Seasons,"Comedy, Reality",Chance and his crew prank unsuspecting targets.,disney,Para niños mayores,4.1
s274,TV Show,Pickle and Peanut,Desconocido,"Johnny Pemberton, Jon Heder, Dana Snyder, Joel Trussell",2021-03-26,2015,TV-Y7,2 Seasons,Comedy,The freewheeling adventures of Pickle and Peanut.,disney,Para niños mayores,4.4
s275,TV Show,The Mighty Ducks: Game Changers,Desconocido,No Disponible,2021-03-26,2021,TV-PG,1 Season,"Comedy, Drama, Sports",A new group of misfits rediscovers the joys of playing hockey for the love of the game.,disney,Para niños mayores,7.3
s276,TV Show,Disney Big Hero 6 The Series,Desconocido,"Scott Adsit, Ryan Potter, Brooks Wheelan, Jamie Chung, Khary Payton, Genesis Rodriguez",2021-03-19,2017,TV-G,3 Seasons,"Action-Adventure, Animation, Kids","Hiro, Baymax and team protect the city from villains.",disney,Para todas las edades / niños pequeños,No se encontró información para: Disney%20Big%20Hero%206%20The%20Series
s278,TV Show,Mexico Untamed,Desconocido,Juan Monsalvez,2021-03-19,2018,TV-PG,1 Season,"Animals & Nature, Docuseries",Predator and prey fight age-old battles for survival in Mexico Untamed,disney,Para niños mayores,N/A
s279,TV Show,The Falcon and The Winter Soldier,Desconocido,"Anthony Mackie, Sebastian Stan, Daniel BrÃ¼hl, Emily VanCamp, Wyatt Russell",2021-03-19,2021,TV-14,1 Season,"Action-Adventure, Buddy, Science Fiction",Sam Wilson aka The Falcon and Bucky Barnes aka The Winter Soldier team up on a global adventure.,disney,Para adolescentes,7.1
s281,TV Show,Marvel Studios ASSEMBLED,Desconocido,No Disponible,2021-03-12,2021,Desconocido,1 Season,"Anthology, Docuseries",ASSEMBLED is an immersive series of docu-specials examining the next phase of the MCU.,disney,Desconocido,7.9
s285,TV Show,American Dragon: Jake Long,Desconocido,"Dante Basco, Jeff Bennett, Amy Bruckner, John DiMaggio, Charlie Finn, Kittie",2021-02-26,2004,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy",Jake strives to find balance in his life as a New York teen learning to master his mystical powers.,disney,Para niños mayores,6.6
s286,TV Show,Car SOS,Desconocido,No Disponible,2021-02-26,2012,TV-PG,8 Seasons,"Buddy, Comedy, Docuseries","Decaying classic cars are revived by two experts for unsuspecting, grateful owners.",disney,Para niños mayores,8.2
s287,TV Show,Disney Channel Games 2008,Desconocido,No Disponible,2021-02-26,2008,TV-G,1 Season,"Game Show / Competition, Sports, Variety",Disney Channel stars from around the globe compete in the third annual Disney Channel Games.,disney,Para todas las edades / niños pequeños,No se encontró información para: Disney%20Channel%20Games%202008
s288,TV Show,Disney Roll It Back (Shorts),Desconocido,"Ramon Reed, Kaylin Hayman, Suzi Barrett, Tobie Windham, JC Currais",2021-02-26,2019,TV-Y7,1 Season,"Comedy, Docuseries, Family",Join the cast of Just Roll With It as they recap all the crazy that happened in the latest episode!,disney,Para niños mayores,No se encontró información para: Disney%20Roll%20It%20Back%20(Shorts)
s289,TV Show,Dog With a Blog,Desconocido,"G Hannelius, Blake Michael, Francesca Capaldi, Stephen Full, Regan Burns, Beth Littleford",2021-02-26,2012,TV-G,3 Seasons,"Comedy, Fantasy",Tyler and Avery hide the fact that their new dog can talk.,disney,Para todas las edades / niños pequeños,5.0
s290,TV Show,Mickey Go Local,Desconocido,"Azran Bin Ahmad, Rozita Binti Mohamed Hussain, Shamsir Bin Mohd Shahar, Suzana Binti Ahmad",2021-02-26,2019,TV-G,1 Season,"Animation, Comedy, Kids","Mickey and his friends explore Singapore and Malaysiaâs finest, from food to clothing.",disney,Para todas las edades / niños pequeños,5.8
s293,TV Show,Pair of Kings,Desconocido,"Mitchel Musso, Doc Shaw, Kelsey Chow, Ryan Ochoa, Geno Segers",2021-02-26,2010,TV-Y7,3 Seasons,"Action-Adventure, Comedy, Coming of Age","Fraternal teenage twins, Brady and Boomer, are suddenly informed of their royal lineage.",disney,Para niños mayores,5.8
s294,TV Show,Secrets of Sulphur Springs,Desconocido,"Preston Oliver, Kyliegh Curran, Elle Graham, Madeleine McGraw, Landon Gordon, Kelly Frye",2021-02-26,2021,TV-PG,1 Season,"Family, Fantasy, Mystery",Griffin and his family move to a mysterious town.,disney,Para niños mayores,7.6
s300,TV Show,The Muppet Show,Desconocido,"Jim Henson, Frank Oz, Dave Goelz, Richard Hunt, Eren Ozker, John Lovelady",2021-02-19,1976,TV-PG,5 Seasons,"Comedy, Family, Variety",It's time to raise the curtain on The Muppet Show!,disney,Para niños mayores,8.4
s301,TV Show,Marvel Battleworld: Mystery of the Thanostones,Desconocido,"Giles Panton, Rebecca Shoichet, Jesse Inocalla, Brad Swaile, Deven Mack, Ian Hanlin",2021-02-12,2020,TV-Y7-FV,1 Season,"Action-Adventure, Animation, Fantasy",Iron Man and Captain Marvel team up to stop Thanos!,disney,Para niños mayores,5.9
s308,TV Show,Wicked Tuna: Outer Banks,Desconocido,Bill Ratner,2021-02-05,2013,TV-14,7 Seasons,"Animals & Nature, Docuseries, Family",Fishermen venture to North Carolinaâs Outer Banks to battle for the oceanâs most lucrative prize.,disney,Para adolescentes,N/A
s309,TV Show,Dinosaurs,Desconocido,No Disponible,2021-01-29,1991,TV-PG,4 Seasons,"Comedy, Family",Dinosaurs raise a family during the Stone Age.,disney,Para niños mayores,7.5
s311,TV Show,Pixar Popcorn,Desconocido,"Ellen DeGeneres, Craig T. Nelson, Holly Hunter, Keegan-Michael Key, Jordan Peele",2021-01-22,2021,TV-PG,1 Season,"Animation, Anthology, Family",Grab a quick snack of Pixar with this collection of mini shorts starring your favorite characters.,disney,Para niños mayores,6.5
s313,TV Show,Elena of Avalor,Desconocido,"Aimee Carrero, Jenna Ortega, Keith Ferguson, Jillian Reed, Carlos Alazraqui, Mikey Kelley",2021-01-15,2015,TV-Y7,3 Seasons,"Action-Adventure, Animation, Fantasy",Elena of Avalor must learn to rule!,disney,Para niños mayores,6.5
s316,TV Show,WandaVision,Desconocido,"Elizabeth Olsen, Paul Bettany, Teyonah Parris, Kathryn Hahn, Randall Park, Kat Dennings",2021-01-15,2021,TV-14,1 Season,"Drama, Fantasy, Mystery",Two super-powered beings living idealized suburban lives suspect that everything is not as it seems.,disney,Para adolescentes,7.9
s317,TV Show,Disney Fam Jam,Desconocido,"Phil Wright, Ariel Martin, Trevor Tordjman",2021-01-08,2020,TV-G,1 Season,"Family, Game Show / Competition, Reality",Families across America compete in epic dance battles!,disney,Para todas las edades / niños pequeños,5.0
s319,TV Show,Marvel Studios LEGENDS,Desconocido,No Disponible,2021-01-08,2021,TV-14,1 Season,"Action-Adventure, Docuseries, Fantasy",Marvel Studios LEGENDS celebrates the heroes and villains of the highly anticipated Disney+ shows.,disney,Para adolescentes,6.5
s327,TV Show,Cosmos: Possible Worlds,Desconocido,Neil deGrasse Tyson,2020-12-25,2020,TV-14,1 Season,"Action-Adventure, Docuseries, Family",COSMOS: POSSIBLE WORLDS continues Carl Saganâs legacy that began more than 40 years ago.,disney,Para adolescentes,9.0
s328,TV Show,Disney Gallery / Star Wars: The Mandalorian,Desconocido,"Jon Favreau, Dave Filoni, Pedro Pascal, Bryce Howard, Taika Waititi, Carl Weathers",2020-12-25,2020,TV-PG,2 Seasons,"Action-Adventure, Docuseries, Family",DISNEY GALLERY / STAR WARS: THE MANDALORIAN is a docuseries about the making of The Mandalorian.,disney,Para niños mayores,No se encontró información para: Disney%20Gallery%20/%20Star%20Wars:%20The%20Mandalorian
s333,TV Show,Disney Parks Sunrise Series,Desconocido,No Disponible,2020-12-18,2021,TV-G,1 Season,"Animals & Nature, Docuseries, Family","An inspiring view of Disney Parks few have experienced before, at sunrise. Previously Recorded.",disney,Para todas las edades / niños pequeños,No se encontró información para: Disney%20Parks%20Sunrise%20Series
s337,TV Show,On Pointe,Desconocido,No Disponible,2020-12-18,2020,TV-PG,1 Season,"Docuseries, Family",On Pointe follows students during a season in the School of American Ballet (SAB) in New York City.,disney,Para niños mayores,7.9
s338,TV Show,Wild Nordic,Desconocido,Dan Nachtrab,2020-12-18,2019,TV-PG,1 Season,"Animals & Nature, Docuseries, Reality","As seen by the Viking gods, the fabled wildernesses of Norway, Finland and Sweden are revealed.",disney,Para niños mayores,7.4
s355,TV Show,Once Upon a Time in Wonderland,Desconocido,"Sophie Lowe, Michael Socha, Peter Gadiot, Emma Rigby, Naveen Andrews, John Lithgow",2020-11-27,2013,TV-PG,1 Season,"Action-Adventure, Fantasy, Soap Opera / Melodrama",Alice tells a tale of a strange new land.,disney,Para niños mayores,6.9
s356,TV Show,Party Animals,Desconocido,No Disponible,2020-11-27,2016,TV-G,1 Season,"Animals & Nature, Kids, Music",This music video series captures the funny moments animals have in their day-to-day lives.,disney,Para todas las edades / niños pequeños,7.6
s358,TV Show,Bia,Desconocido,"Isabela Souza, Giulia Guerrini, Julio PeÃ±a, Guido Messina, Andrea de Alba, Agustina Palma",2020-11-20,2019,TV-G,1 Season,"Coming of Age, Drama, Music","Bia is filled with passion, after the loss of her sister she will rediscover music and find love.",disney,Para todas las edades / niños pequeños,6.6
s359,TV Show,Marvel's 616,Desconocido,No Disponible,2020-11-20,2020,TV-14,1 Season,"Anthology, Docuseries",An anthology documentary series exploring the impact of the Marvel Comics Universe.,disney,Para adolescentes,No se encontró información para: Marvel's%20616
s363,TV Show,The Wonderful World of Mickey Mouse,Desconocido,"Chris Diamantopoulos, Kaitlyn Robrock, Bill Farmer, Tony Anselmo, Tress MacNeille",2020-11-18,2020,TV-G,1 Season,"Action-Adventure, Animation, Anthology",It's nothing but fun for Mickey and friends as they embark on their greatest adventures yet.,disney,Para todas las edades / niños pequeños,7.9
s368,TV Show,Inside Pixar,Desconocido,No Disponible,2020-11-13,2020,TV-PG,1 Season,"Docuseries, Family","An inside look at the people, artistry, and culture of Pixar Animation Studios.",disney,Para niños mayores,7.3
s372,TV Show,Fancy Nancy (Shorts),Desconocido,"Mia Sinclair Jenness, Dana Heath, Spencer Moss, Alyson Hannigan",2020-11-06,2019,TV-Y,1 Season,"Animation, Kids",Follow Nancy as she shows you how to be more Fancy!,disney,Para todas las edades / niños pequeños,No se encontró información para: Fancy%20Nancy%20(Shorts)
s373,TV Show,Goldie & Bear,Desconocido,"Georgie Kidder, Justine Huxley, Natalie Lander, Jim Cummings, David Kaufman, David Lodge",2020-11-06,2015,TV-Y,2 Seasons,"Action-Adventure, Animation, Buddy",Goldie and Bear go on adventures in Fairytale Forest.,disney,Para todas las edades / niños pequeños,5.7
s378,TV Show,The Mandalorian,Desconocido,"Pedro Pascal, Carl Weathers, Gina Carano, Omid Abtahi, Nick Nolte",2020-10-30,2019,TV-14,2 Seasons,"Action-Adventure, Family, Science Fiction","After the fall of the Empire, a lone gunfighter makes his way through the lawless galaxy.",disney,Para adolescentes,8.6
s380,TV Show,X-Ray Earth,Desconocido,No Disponible,2020-10-30,2020,TV-PG,1 Season,"Animals & Nature, Docuseries, Reality",What if we could x-ray the Earth to reveal the origins of natural disasters? Now we can.,disney,Para niños mayores,6.5
s381,TV Show,Gathering Storm,Desconocido,Tucker McDougall,2020-10-23,2020,TV-PG,1 Season,"Animals & Nature, Docuseries","Witness first hand stories combined with scientific insight, analysis and satellite mapping.",disney,Para niños mayores,7.6
s382,TV Show,India From Above,Desconocido,Dev Patel,2020-10-23,2019,TV-PG,1 Season,"Docuseries, Reality","India From Above, a two-part aerial documentary of a nation and its people.",disney,Para niños mayores,7.6
s383,TV Show,Marvel Super Hero Adventures,Desconocido,No Disponible,2020-10-23,2017,TV-Y,4 Seasons,"Action-Adventure, Animation, Kids",Spider-Man sets off on adventures with Marvel heroes!,disney,Para todas las edades / niños pequeños,5.7
s391,TV Show,Meet The Chimps,Desconocido,Jane Lynch,2020-10-16,2020,TV-PG,1 Season,"Animals & Nature, Docuseries, Family","Meet the Chimps takes viewers inside the secret life of Chimp Haven, a unique wildlife sanctuary.",disney,Para niños mayores,7.8
s392,TV Show,The Rocketeer,Desconocido,"Kitana Turnbull, Billy Campbell, Kathy Najimy, Callan Farris, Frank Welker",2020-10-16,2019,TV-Y,1 Season,"Action-Adventure, Animation, Kids",Kit becomes a rocket-pack wearing superhero!,disney,Para todas las edades / niños pequeños,6.6
s395,TV Show,The Right Stuff,Desconocido,"Jake McDorman, Patrick Adams, Colin OâDonoghue, Eloise Mumford, James Lafferty, Nora Zehetner",2020-10-09,2020,TV-14,1 Season,"Drama, Historical",The incredible story of the Mercury Seven astronauts and their extraordinary achievements.,disney,Para adolescentes,7.8
